ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Age_Group,Income_Range,Total_Campain_Acceptance
10525,1986,Graduation,Single,26576,1,0,13/10/2012,40,10,0,8,0,0,9,1,1,0,2,9,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,37,"(35, 45]",Low,1
10710,1979,Graduation,Married,7500,0,1,29/08/2012,61,5,2,3,3,0,5,1,1,0,2,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,44,"(35, 45]",Low,0
213,1963,PhD,Single,23091,1,1,28/05/2014,98,35,0,11,0,0,2,4,2,1,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,60,"(55, 65]",Low,0
5922,1974,PhD,Married,40344,0,1,13/10/2013,48,210,0,6,0,0,2,2,4,1,5,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,49,"(45, 55]",High,0
6116,1968,2n Cycle,Married,48985,0,1,05/07/2013,13,19,13,18,10,7,8,1,1,1,3,3,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,55,"(45, 55]",High,0
6263,1968,Graduation,Together,35322,1,2,22/08/2012,34,28,9,37,12,7,13,3,2,0,4,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,55,"(45, 55]",Medium,0
193,1996,Basic,Married,14421,0,0,17/02/2014,81,0,0,2,3,3,8,1,1,0,2,5,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,27,"(25, 35]",Low,1
3363,1974,2n Cycle,Married,20130,0,0,17/03/2014,99,0,6,3,7,6,12,1,1,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,49,"(45, 55]",Low,0
10660,1957,Master,Married,66726,1,1,12/01/2014,61,349,7,35,0,0,47,3,8,2,4,7,Not Accepted,Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,66,"(65, 75]",High,1
8686,1979,Basic,Together,23724,1,0,08/01/2013,65,5,23,15,0,18,14,2,2,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,44,"(35, 45]",Low,0
5907,1952,Master,Married,33444,1,1,03/11/2012,24,8,0,8,0,0,2,1,1,0,2,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,71,"(65, 75]",Medium,0
2918,1981,Graduation,Divorced,28510,1,1,13/04/2013,72,44,5,19,0,4,19,3,2,0,4,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,42,"(35, 45]",Low,0
8387,1957,Graduation,Married,43140,0,1,05/01/2013,68,134,8,76,6,0,11,1,4,1,5,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,66,"(65, 75]",High,0
3839,1958,Basic,Single,15056,1,1,03/05/2013,76,6,12,3,21,6,40,5,2,2,3,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,65,"(55, 65]",Low,0
9392,1971,Graduation,Single,26954,1,0,08/05/2014,17,4,1,11,0,0,1,1,1,0,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,52,"(45, 55]",Low,0
2292,1985,Graduation,Single,22327,1,0,02/08/2013,94,5,4,8,2,0,5,1,1,0,3,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,38,"(35, 45]",Low,0
10466,1965,Graduation,Married,44393,1,1,22/08/2013,86,24,2,20,2,2,10,2,1,0,4,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,58,"(55, 65]",High,0
4088,1962,PhD,Together,31497,0,1,06/12/2012,22,108,1,28,13,1,4,2,3,1,4,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,61,"(55, 65]",Medium,0
5231,1974,2n Cycle,Married,45894,0,2,27/02/2014,15,27,2,7,0,2,13,1,1,0,3,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,49,"(45, 55]",High,0
3515,1952,Graduation,Single,62307,0,1,17/02/2014,94,87,13,34,10,6,10,1,4,0,4,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,71,"(65, 75]",High,0
2245,1969,Master,Married,43641,1,1,22/04/2013,50,57,2,51,4,2,23,3,2,1,4,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,54,"(45, 55]",High,0
2246,1965,2n Cycle,Married,46891,0,1,01/09/2013,91,43,12,23,29,15,61,1,2,1,4,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,58,"(55, 65]",High,0
837,1977,Graduation,Married,54809,1,1,11/09/2013,0,63,6,57,13,13,22,4,2,1,5,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,46,"(45, 55]",High,0
3602,1958,Master,Married,51412,0,1,31/12/2013,42,140,3,29,4,5,14,2,3,2,4,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,65,"(55, 65]",High,0
234,1979,Graduation,Divorced,15287,1,0,10/10/2012,60,1,2,8,4,3,13,2,1,1,2,7,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,44,"(35, 45]",Low,1
3068,1990,Graduation,Married,18351,0,0,29/10/2013,1,1,12,9,0,14,7,1,2,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,33,"(25, 35]",Low,0
8955,1957,PhD,Together,40451,0,2,16/02/2014,54,35,0,4,0,0,10,1,1,1,2,5,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,66,"(65, 75]",High,1
945,1965,Graduation,Together,36317,0,1,22/05/2013,53,87,3,25,3,2,13,2,3,0,4,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,58,"(55, 65]",Medium,0
1506,1975,Graduation,Single,42160,1,1,28/06/2013,26,48,9,45,3,15,20,4,2,1,4,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,48,"(45, 55]",High,0
8876,1963,PhD,Together,33629,1,1,08/08/2012,49,132,0,16,0,0,4,5,3,1,4,9,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,60,"(55, 65]",Medium,0
9739,1963,Graduation,Single,34377,0,1,19/01/2013,55,62,0,22,3,1,26,2,2,2,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,60,"(55, 65]",Medium,0
10395,1986,Basic,Single,8940,1,0,22/08/2012,25,1,45,3,4,6,42,3,3,1,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,37,"(35, 45]",Low,0
1176,1973,Graduation,Married,26228,1,0,22/09/2013,50,2,6,4,3,1,9,1,1,0,2,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,50,"(45, 55]",Low,0
938,1981,Graduation,Married,40211,1,1,30/07/2013,30,51,1,7,2,1,25,2,2,1,2,8,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,42,"(35, 45]",High,1
2740,1958,PhD,Widow,33438,1,1,22/09/2013,81,62,1,16,3,2,6,4,2,1,4,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,65,"(55, 65]",Medium,0
7736,1986,Graduation,Married,22518,1,0,22/10/2012,36,11,7,12,2,2,27,2,2,1,2,5,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,37,"(35, 45]",Low,1
833,1955,Master,Married,38452,1,1,30/03/2014,62,56,0,14,0,0,2,3,3,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,68,"(65, 75]",Medium,0
6230,1971,Graduation,Divorced,44421,1,1,15/02/2013,53,110,5,59,7,1,7,5,5,0,4,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,52,"(45, 55]",High,0
7325,1986,PhD,Together,38197,1,0,29/06/2013,86,23,0,11,2,1,3,1,1,0,3,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,37,"(35, 45]",Medium,0
1307,1978,Graduation,Divorced,41986,0,1,09/02/2014,15,27,5,8,8,3,12,3,3,0,4,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,45,"(35, 45]",High,0
1502,1983,Graduation,Together,28427,1,0,21/03/2013,67,18,3,19,3,3,6,2,2,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,40,"(35, 45]",Low,0
6211,1976,PhD,Together,37395,1,0,02/05/2014,47,18,0,9,0,1,11,1,1,0,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,47,"(45, 55]",Medium,0
4174,1956,Master,Together,55249,0,1,17/04/2014,81,97,1,19,2,0,11,1,2,1,4,3,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,67,"(65, 75]",High,0
6918,1989,Graduation,Married,28691,1,0,04/07/2013,56,5,4,13,8,0,4,1,1,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,34,"(25, 35]",Low,0
286,1952,Graduation,Single,44213,1,1,29/11/2013,48,95,11,35,0,4,7,4,2,1,5,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,71,"(65, 75]",High,0
11086,1984,Basic,Single,25707,1,0,18/01/2014,18,1,6,2,3,6,3,1,1,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,39,"(35, 45]",Low,0
1921,1967,PhD,Married,59062,2,1,03/10/2013,74,46,1,12,3,0,9,2,2,0,3,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,56,"(55, 65]",High,0
1291,1978,PhD,Together,27683,1,0,04/08/2012,90,152,9,121,12,12,45,4,6,2,4,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,45,"(35, 45]",Low,0
803,1968,Graduation,Together,40521,1,1,05/04/2013,82,12,0,5,0,0,4,1,0,1,2,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,55,"(45, 55]",High,0
4298,1973,PhD,Together,20427,1,0,24/03/2014,63,5,0,4,0,0,1,1,1,0,2,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,50,"(45, 55]",Low,0
6653,1970,PhD,Married,55158,1,1,30/07/2012,72,293,0,87,4,11,23,4,7,2,5,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,53,"(45, 55]",High,0
5493,1976,Graduation,Married,39356,1,1,19/03/2014,21,15,0,2,0,0,6,1,1,0,2,6,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,47,"(45, 55]",High,1
5107,1973,PhD,Divorced,35860,1,1,19/05/2014,37,15,0,8,4,2,20,2,1,1,2,5,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,50,"(45, 55]",Medium,1
8147,1960,Graduation,Married,31454,1,1,06/07/2013,40,28,0,11,0,0,9,3,2,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,63,"(55, 65]",Medium,0
1857,1952,Graduation,Single,47139,1,1,06/03/2014,2,46,0,12,0,2,23,2,2,1,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,71,"(65, 75]",High,0
11114,1970,Graduation,Together,19656,1,0,08/02/2013,94,25,4,9,6,8,32,3,2,1,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,53,"(45, 55]",Low,0
5429,1948,PhD,Married,45579,0,1,20/08/2013,10,145,1,33,2,1,1,1,4,1,4,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,75,"(65, 75]",High,0
195,1972,Graduation,Single,38808,1,0,26/08/2012,21,125,17,52,3,19,30,4,5,1,4,8,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,51,"(45, 55]",Medium,1
7527,1968,Master,Divorced,23748,1,0,21/11/2012,97,6,6,29,12,15,8,3,2,1,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,55,"(45, 55]",Low,0
2296,1975,Master,Married,37368,1,0,16/12/2013,4,3,2,11,2,2,10,1,1,0,2,6,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,48,"(45, 55]",Medium,1
679,1957,PhD,Married,37633,1,1,20/09/2012,49,13,4,20,0,0,1,2,1,0,3,9,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,66,"(65, 75]",Medium,0
5267,1970,Graduation,Divorced,33986,1,0,14/03/2013,43,16,2,18,2,1,5,1,1,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,53,"(45, 55]",Medium,0
2516,1969,2n Cycle,Married,46831,1,1,08/06/2013,84,22,2,10,6,4,34,2,1,2,2,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,54,"(45, 55]",High,0
4808,1956,Graduation,Married,15759,0,0,05/09/2013,12,1,2,5,6,0,3,1,1,0,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,67,"(65, 75]",Low,0
5068,1971,Graduation,Single,22804,1,0,31/07/2013,75,14,1,7,2,1,1,1,2,0,2,9,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,52,"(45, 55]",Low,0
7628,1973,2n Cycle,Married,43050,1,0,18/03/2014,10,30,5,24,6,3,8,2,2,0,4,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,50,"(45, 55]",High,0
7128,1977,PhD,Single,42997,1,1,07/12/2013,91,4,0,5,0,1,5,1,1,0,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,46,"(45, 55]",High,0
2811,1963,PhD,Single,48918,1,1,12/04/2014,21,52,0,9,0,0,1,2,1,0,4,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,60,"(55, 65]",High,0
3551,1954,Master,Together,60033,0,1,29/03/2014,28,62,1,57,19,11,48,2,2,1,5,2,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,69,"(65, 75]",High,0
1663,1978,PhD,Together,34043,1,0,25/10/2013,97,20,2,14,3,0,10,1,2,0,2,9,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,45,"(35, 45]",Medium,0
10641,1978,Graduation,Single,7500,1,1,27/12/2012,5,6,5,4,13,4,25,4,2,1,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,45,"(35, 45]",Low,0
1878,1985,2n Cycle,Married,23148,0,0,18/02/2014,83,4,6,8,6,3,10,1,2,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,38,"(35, 45]",Low,0
3099,1970,Graduation,Divorced,44267,1,1,25/02/2013,48,183,5,65,3,5,49,5,5,2,4,9,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,53,"(45, 55]",High,0
3972,1976,Graduation,Together,50200,1,1,03/04/2013,70,266,6,51,8,6,64,6,7,1,5,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,47,"(45, 55]",High,0
10260,1965,Master,Together,45143,0,1,26/08/2013,74,202,5,74,11,5,14,3,6,1,5,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,58,"(55, 65]",High,0
6197,1962,PhD,Single,27238,1,1,20/04/2013,39,37,0,17,0,0,3,3,3,0,3,9,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,61,"(55, 65]",Low,0
4937,1973,2n Cycle,Married,46094,1,1,10/06/2014,62,12,2,20,3,2,5,1,1,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,50,"(45, 55]",High,0
1920,1972,Graduation,Married,40321,1,1,29/07/2013,59,44,4,21,6,0,27,2,3,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,51,"(45, 55]",High,0
8749,1984,Graduation,Together,37235,1,0,01/02/2014,68,20,2,9,4,6,20,1,1,1,2,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,39,"(35, 45]",Medium,0
6398,1974,Basic,Married,18393,1,0,29/03/2014,2,7,10,13,16,0,4,2,3,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,49,"(45, 55]",Low,0
7937,1982,Graduation,Married,24711,0,0,18/04/2014,86,10,7,25,6,3,7,1,3,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,41,"(35, 45]",Low,0
839,1975,PhD,Married,45503,1,0,25/09/2013,54,97,4,44,6,1,18,1,3,1,4,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,48,"(45, 55]",High,0
4832,1979,Graduation,Married,27244,1,0,07/03/2014,84,6,5,17,3,24,46,2,2,2,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,44,"(35, 45]",Low,0
9635,1983,Master,Married,35876,0,0,20/04/2014,13,66,2,40,4,3,14,1,3,1,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,40,"(35, 45]",Medium,0
2173,1952,Graduation,Widow,40049,0,1,16/10/2013,23,13,6,7,0,3,3,1,1,0,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,71,"(65, 75]",High,0
942,1982,Graduation,Single,39660,1,0,08/08/2012,36,139,13,78,20,13,36,3,7,1,3,9,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,41,"(35, 45]",High,0
2253,1990,Graduation,Married,18929,0,0,16/02/2013,15,32,0,8,23,4,18,1,1,0,4,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,33,"(25, 35]",Low,0
5181,1982,Basic,Single,24367,1,0,20/03/2013,58,2,4,2,0,11,5,1,1,0,2,9,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,41,"(35, 45]",Low,0
979,1975,Graduation,Single,33249,1,0,20/02/2013,11,6,10,21,19,14,42,2,2,1,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,48,"(45, 55]",Medium,0
10390,1959,2n Cycle,Married,26887,0,1,10/02/2013,27,6,7,4,3,4,6,1,1,0,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,64,"(55, 65]",Low,0
8369,1987,Graduation,Together,18227,1,0,08/11/2012,21,1,2,7,4,3,11,1,0,1,2,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,36,"(35, 45]",Low,0
5232,1965,Graduation,Married,69139,0,1,27/01/2014,23,86,12,75,33,15,6,1,4,1,5,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,58,"(55, 65]",High,0
7912,1978,Graduation,Married,38136,1,0,22/04/2013,69,8,15,27,0,20,33,2,3,1,2,8,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,45,"(35, 45]",Medium,1
7275,1971,Master,Single,33316,1,1,04/10/2013,34,79,1,31,4,4,12,3,2,1,4,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,52,"(45, 55]",Medium,0
1384,1992,Basic,Married,17256,1,0,23/11/2013,10,6,4,14,8,8,22,2,2,1,2,8,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,31,"(25, 35]",Low,1
3231,1973,Graduation,Married,37971,1,0,25/11/2013,97,5,4,10,2,2,7,1,1,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,50,"(45, 55]",Medium,0
4096,1968,Master,Divorced,41335,1,0,26/12/2013,24,112,19,21,16,14,5,3,4,1,4,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,55,"(45, 55]",High,0
10476,1958,Graduation,Married,67267,0,1,13/05/2014,0,134,11,59,15,2,30,1,3,2,5,2,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,65,"(55, 65]",High,0
5948,1975,Graduation,Single,57338,0,1,29/04/2014,96,143,6,52,11,8,17,2,4,1,5,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,48,"(45, 55]",High,0
9140,1960,2n Cycle,Together,50523,1,1,25/12/2013,89,51,4,24,4,7,1,2,2,0,4,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,63,"(55, 65]",High,0
10258,1965,Master,Single,35791,2,1,06/05/2013,94,27,0,5,0,0,3,2,1,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,58,"(55, 65]",Medium,0
8805,1960,Graduation,Single,48904,0,1,02/12/2012,1,283,10,38,0,13,27,4,7,2,4,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,63,"(55, 65]",High,0
6770,1985,Graduation,Married,21355,1,0,20/08/2013,5,5,13,14,0,5,31,2,2,1,2,6,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,38,"(35, 45]",Low,1
10420,1955,Master,Divorced,46390,0,1,05/05/2014,56,95,14,64,2,9,38,1,4,2,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,68,"(65, 75]",High,0
7514,1956,2n Cycle,Together,54342,1,1,03/07/2013,74,84,10,34,11,10,28,4,3,1,4,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,67,"(65, 75]",High,0
793,1973,Graduation,Married,20895,1,0,06/10/2012,24,18,3,17,3,0,4,1,2,0,3,9,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,50,"(45, 55]",Low,0
8702,1976,2n Cycle,Together,26907,1,1,20/08/2013,10,9,1,7,0,3,2,2,1,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,47,"(45, 55]",Low,0
4791,1980,Graduation,Together,44964,1,1,16/12/2012,35,19,1,17,2,0,2,1,1,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,43,"(35, 45]",High,0
8140,1973,Graduation,Together,22682,1,0,03/10/2013,51,10,14,29,4,2,36,3,2,1,4,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,50,"(45, 55]",Low,0
10146,1972,PhD,Together,38887,1,0,02/03/2014,17,25,1,13,0,0,3,1,1,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,51,"(45, 55]",Medium,0
5289,1975,2n Cycle,Single,41658,1,1,09/11/2012,30,8,4,12,15,4,29,2,1,1,2,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,48,"(45, 55]",High,0
2587,1972,PhD,Married,29791,1,0,15/05/2014,21,14,0,6,0,0,0,2,2,0,3,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,51,"(45, 55]",Medium,0
8663,1974,Graduation,Divorced,39996,1,1,22/05/2014,85,11,0,3,0,0,1,1,1,0,2,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,49,"(45, 55]",High,0
2589,1972,Graduation,Divorced,26759,1,0,07/02/2014,65,25,3,16,8,5,2,2,2,1,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,51,"(45, 55]",Low,0
4094,1961,Graduation,Married,60544,1,1,25/08/2012,92,201,2,43,3,5,35,4,5,1,5,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,62,"(55, 65]",High,0
2534,1953,Graduation,Married,37716,0,1,21/04/2014,4,97,1,41,6,2,41,2,4,1,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,70,"(65, 75]",Medium,0
10827,1967,PhD,Married,36947,1,1,07/08/2012,49,88,3,21,4,1,29,4,3,0,4,9,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,56,"(55, 65]",Medium,0
5491,1951,Master,Together,47352,0,1,11/04/2013,70,172,12,112,8,0,15,4,6,1,5,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,72,"(65, 75]",High,0
10010,1953,PhD,Divorced,36957,1,1,06/09/2012,43,100,2,16,2,1,31,4,3,2,2,9,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,70,"(65, 75]",Medium,0
361,1969,Master,Married,43142,1,1,18/02/2014,84,5,1,7,2,1,4,1,1,0,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,54,"(45, 55]",High,0
524,1966,Basic,Together,22634,0,0,16/01/2013,47,2,23,11,8,6,46,1,2,1,2,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,57,"(55, 65]",Low,0
5654,1972,Graduation,Married,36026,2,1,16/03/2014,34,20,4,10,6,4,17,2,2,0,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,51,"(45, 55]",Medium,0
